,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,total_gross,profit/loss,roi,release_month,release_string_x,movie_year,movie_title,original_release_date,genres,runtime,tomatometer_rating,audience_rating,directors,content_rating,production_company,release_string_y
853,60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,63203232.0,38203232.0,152.812928,December,2018-12,Mary Queen of Scots (2018-12),Mary Queen of Scots,2018-12-07,Drama,124.0,62.0,41.0,Josie Rourke,R,Focus Features,2018-12
854,66,2009-11-06,The Box,25000000.0,15051977.0,34356760.0,2009,49408737.0,24408737.0,97.634948,November,2009-11,The Box (2009-11),The Box,2009-11-06,"Horror, Mystery & Suspense, Science Fiction & Fantasy",113.0,44.0,24.0,Richard Kelly,PG-13,Warner Bros. Pictures,2009-11
855,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,44298444.0,19298444.0,77.193776,November,2015-11,Legend (2015-11),Legend,2015-11-20,"Art House & International, Mystery & Suspense, Special Interest",131.0,61.0,59.0,Brian Helgeland,R,Universal Studios,2015-11
858,36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,2014,135056620.0,111056620.0,462.73591666666664,June,2014-06,Think Like a Man Too (2014-06),Think Like a Man Too,2014-06-20,"Comedy, Romance",105.0,22.0,59.0,Tim Story,PG-13,Sony Pictures,2014-06
859,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,121965785.0,97965785.0,408.1907708333334,December,2016-12,Fences (2016-12),Fences,2016-12-25,Drama,133.0,92.0,75.0,Denzel Washington,PG-13,Paramount Pictures,2016-12
860,39,2011-10-14,Footloose,24000000.0,51802742.0,62989834.0,2011,114792576.0,90792576.0,378.30240000000003,October,2011-10,Footloose (2011-10),Footloose,2011-10-14,"Comedy, Drama, Musical & Performing Arts",113.0,69.0,61.0,Craig Brewer,PG-13,Paramount Studios,2011-10
861,40,2017-04-07,Going in Style,24000000.0,45018541.0,78672579.0,2017,123691120.0,99691120.0,415.37966666666665,April,2017-04,Going in Style (2017-04),Going in Style,2017-04-07,Comedy,96.0,47.0,57.0,Zach Braff,PG-13,Warner Bros. Pictures,2017-04
862,47,2009-11-06,The Men Who Stare at Goats,24000000.0,32428195.0,67348218.0,2009,99776413.0,75776413.0,315.73505416666666,November,2009-11,The Men Who Stare at Goats (2009-11),The Men Who Stare at Goats,2009-11-06,"Comedy, Drama",93.0,50.0,39.0,Grant Heslov,R,Overture Films,2009-11
863,52,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,2010,108663315.0,84663315.0,352.76381250000003,August,2010-08,Piranha 3DD (2012-06),Piranha 3DD,2012-06-01,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",83.0,13.0,22.0,John Gulager,R,The Weinstein Co.,2012-06
864,53,2010-11-24,Faster,24000000.0,23240020.0,35792945.0,2010,59032965.0,35032965.0,145.9706875,November,2010-11,Faster (2010-11),Faster,2010-11-24,"Action & Adventure, Drama",98.0,42.0,49.0,George Tillman Jr.,R,CBS Films,2010-11
865,67,2009-10-02,Zombieland,23600000.0,75590286.0,102236596.0,2009,177826882.0,154226882.0,653.5037372881357,October,2009-10,Zombieland (2009-10),Zombieland,2009-10-02,"Comedy, Horror",87.0,89.0,86.0,Ruben Fleischer,R,Sony/Columbia Pictures,2009-10
866,71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,2018,407114610.0,384114610.0,1670.0635217391305,November,2018-11,Green Book (2018-11),Green Book,2018-11-21,Drama,130.0,77.0,91.0,Peter Farrelly,PG-13,Universal Pictures,2018-11
867,73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,2015,144631807.0,121631807.0,528.8339434782608,January,2015-01,The Wedding Ringer (2015-01),The Wedding Ringer,2015-01-16,Comedy,101.0,29.0,63.0,Jeremy Garelick,R,Sony Screen Gems,2015-01
868,76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,2011,118698459.0,95698459.0,416.08025652173916,October,2011-10,The Ides of March (2011-10),The Ides of March,2011-10-07,"Drama, Mystery & Suspense",100.0,84.0,73.0,George Clooney,R,Sony Pictures,2011-10
869,78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,2018,64787148.0,41787148.0,181.68325217391305,October,2018-10,The Hate U Give (2018-10),The Hate U Give,2018-10-19,Drama,133.0,97.0,83.0,George Tillman Jr.,PG-13,20th Century Fox,2018-10
870,80,2014-01-10,Her,23000000.0,25568251.0,48163815.0,2014,73732066.0,50732066.0,220.5742,January,2014-01,Her (2013-12),Her,2013-12-18,"Drama, Science Fiction & Fantasy, Special Interest, Romance",119.0,95.0,82.0,Spike Jonze,R,Warner Bros. Pictures,2013-12
872,83,2012-01-20,Haywire,23000000.0,18942396.0,36374700.0,2012,55317096.0,32317096.0,140.50911304347827,January,2012-01,Haywire (2012-01),Haywire,2012-01-20,"Action & Adventure, Drama, Mystery & Suspense",92.0,80.0,41.0,Steven Soderbergh,R,Relativity Media,2012-01
873,86,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,2016,60849869.0,37849869.0,164.56464782608694,February,2016-02,Eddie The Eagle (2016-02),Eddie The Eagle,2016-02-26,Drama,105.0,82.0,82.0,Dexter Fletcher,PG-13,20th Century Fox,2016-02
877,3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,2016,43062038.0,20562038.0,91.38683555555556,November,2016-11,Nocturnal Animals (2016-12),Nocturnal Animals,2016-12-09,"Drama, Mystery & Suspense",116.0,74.0,73.0,Tom Ford (VIII),R,Focus Features,2016-12
878,11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,2014,130649857.0,108649857.0,493.86298636363637,February,2014-02,Son Of God (2014-02),Son Of God,2014-02-28,Drama,138.0,21.0,73.0,"Christopher Spencer, Crispin Reece, Tony Mitchell",PG-13,20th Century Fox,2014-02
879,13,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,2014,148505929.0,126505929.0,575.0269499999999,August,2014-08,The Hundred-Foot Journey (2014-08),The Hundred-Foot Journey,2014-08-08,Drama,122.0,67.0,81.0,Lasse Hallstrom,PG,Walt Disney Pictures,2014-08
880,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,2012,126238357.0,104238357.0,473.81071363636363,August,2012-08,Diary of a Wimpy Kid: Dog Days (2012-08),Diary of a Wimpy Kid: Dog Days,2012-08-03,"Comedy, Kids & Family",94.0,52.0,63.0,David Bowers,PG,20th Century Fox,2012-08
881,20,2009-09-18,The Informant!,22000000.0,33316821.0,41771168.0,2009,75087989.0,53087989.0,241.30904090909092,September,2009-09,The Informant! (2009-09),The Informant!,2009-09-18,"Comedy, Drama, Mystery & Suspense",108.0,79.0,44.0,Unknown,R,Warner Bros. Pictures,2009-09
882,21,2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,2013,101196687.0,79196687.0,359.9849409090909,November,2013-11,Delivery Man (2013-11),Delivery Man,2013-11-22,Comedy,105.0,39.0,47.0,Ken Scott (V),PG-13,Walt Disney Pictures,2013-11
883,22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,2016,94240905.0,72240905.0,328.36775,February,2016-02,"Hail, Caesar! (2016-02)","Hail, Caesar!",2016-02-05,Comedy,106.0,85.0,44.0,"Joel Coen, Ethan Coen",PG-13,Universal Pictures,2016-02
884,27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,2017,56348301.0,34348301.0,156.1286409090909,May,2017-05,Diary Of A Wimpy Kid: The Long Haul (2017-05),Diary Of A Wimpy Kid: The Long Haul,2017-05-19,"Comedy, Kids & Family",91.0,18.0,32.0,David Bowers,PG,20th Century Fox,2017-05
885,29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,2013,71853854.0,49853854.0,226.60842727272725,November,2013-11,Homefront (2013-11),Homefront,2013-11-27,"Action & Adventure, Drama, Mystery & Suspense",100.0,43.0,61.0,Gary Fleder,R,Open Road Films,2013-11
886,34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,2015,85728165.0,63728165.0,289.67347727272727,September,2015-09,The Transporter Refueled (2015-09),The Transporter Refueled,2015-09-04,Action & Adventure,91.0,16.0,30.0,Camille Delamarre,PG-13,Relativity Europacorp Distribution,2015-09
887,58,2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,2012,91010367.0,69510367.0,323.30403255813957,June,2012-06,To Rome with Love (2012-06),To Rome with Love,2012-06-22,Comedy,111.0,46.0,40.0,Woody Allen,R,Sony Pictures Classics,2012-06
888,59,2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,2012,368505411.0,347505411.0,1654.7876714285715,November,2012-11,Silver Linings Playbook (2012-11),Silver Linings Playbook,2012-11-21,Comedy,122.0,92.0,86.0,David O. Russell,R,The Weinstein Company,2012-11
889,60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,2018,154356823.0,133356823.0,635.0324904761906,April,2018-04,Blockers (2018-04),Blockers,2018-04-06,Comedy,102.0,84.0,50.0,Kay Cannon,R,Universal Pictures,2018-04
890,61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,2019,164225842.0,143225842.0,682.027819047619,April,2019-04,Pet Sematary (2019-04),Pet Sematary,2019-04-05,Horror,101.0,58.0,33.0,"Kevin Kölsch, Dennis Widmyer",R,Paramount Pictures,2019-04
891,64,2010-04-16,Death at a Funeral,21000000.0,42739347.0,48977233.0,2010,91716580.0,70716580.0,336.7456190476191,April,2010-04,Death at a Funeral (2010-04),Death at a Funeral,2010-04-16,"Comedy, Drama",88.0,43.0,45.0,"Neil LaBute, Rogier Stoffers",R,Sony Pictures,2010-04
892,67,2010-11-05,For Colored Girls,21000000.0,37729698.0,38017873.0,2010,75747571.0,54747571.0,260.70271904761904,November,2010-11,For Colored Girls (2010-11),For Colored Girls,2010-11-05,"Drama, Special Interest",134.0,32.0,73.0,Tyler Perry,R,Lionsgate,2010-11
893,69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,2017,65554187.0,44554187.0,212.16279523809524,August,2017-08,Kidnap (2017-08),Kidnap,2017-08-04,"Action & Adventure, Drama, Mystery & Suspense",82.0,36.0,50.0,Luis Prieto,R,Aviron Pictures,2017-08
894,72,2011-12-09,Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,2011,105602204.0,84602204.0,402.8676380952381,December,2011-12,Tinker Tailor Soldier Spy (2011-12),Tinker Tailor Soldier Spy,2011-12-09,"Drama, Mystery & Suspense",127.0,83.0,65.0,Tomas Alfredson,R,Focus Features,2011-12
895,73,2017-09-22,Victoria and Abdul,21000000.0,22245070.0,68271146.0,2017,90516216.0,69516216.0,331.0296,September,2017-09,Victoria & Abdul (2017-10),Victoria & Abdul,2017-10-06,Drama,110.0,65.0,68.0,Stephen Frears,PG-13,Focus Features,2017-10
896,88,2019-03-22,Us,20000000.0,175006930.0,254210310.0,2019,429217240.0,409217240.0,2046.0862,March,2019-03,Us (2019-03),Us,2019-03-22,"Horror, Mystery & Suspense",116.0,93.0,59.0,Jordan Peele,R,Universal Pictures,2019-03
897,92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,2016,577452966.0,557452966.0,2787.26483,December,2016-12,La La Land (2016-12),La La Land,2016-12-09,"Comedy, Drama, Musical & Performing Arts",128.0,91.0,81.0,Damien Chazelle,PG-13,Liongate Films,2016-12
898,93,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,2013,455400282.0,435400282.0,2177.0014100000003,July,2013-07,The Conjuring (2013-07),The Conjuring,2013-07-19,"Horror, Mystery & Suspense",111.0,86.0,83.0,James Wan,R,Warner Bros. Pictures,2013-07
899,95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,2017,437027521.0,417027521.0,2085.137605,November,2017-11,Wonder (2017-11),Wonder,2017-11-17,Drama,113.0,85.0,88.0,Stephen Chbosky,PG,Lionsgate,2017-11
900,98,2010-10-15,Jackass 3D,20000000.0,117229692.0,171685793.0,2010,288915485.0,268915485.0,1344.577425,October,2010-10,Jackass 3 (2010-10),Jackass 3,2010-10-15,"Action & Adventure, Comedy, Documentary",94.0,65.0,69.0,Jeff Tremaine,R,Paramount Pictures/MTV Films,2010-10
901,99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,2016,294256013.0,274256013.0,1371.280065,July,2016-07,Bad Moms (2016-07),Bad Moms,2016-07-29,Comedy,101.0,58.0,63.0,"Jon Lucas, Scott Moore",R,Block Entertainment,2016-07
902,100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,2019,356338510.0,336338510.0,1681.69255,January,2019-01,Glass (2019-01),Glass,2019-01-18,"Drama, Mystery & Suspense",129.0,37.0,67.0,M. Night Shyamalan,PG-13,Universal Pictures,2019-01
903,3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,2014,180933087.0,160933087.0,804.6654350000001,July,2014-07,Tammy (2014-07),Tammy,2014-07-02,Comedy,97.0,24.0,36.0,Ben Falcone,R,Warner Bros. Pictures,2014-07
904,5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,2011,258132761.0,238132761.0,1190.663805,November,2011-11,The Descendants (2011-11),The Descendants,2011-11-18,"Comedy, Drama",115.0,88.0,79.0,Alexander Payne,R,Fox Searchlight Pictures,2011-11
905,9,2016-10-21,Tyler Perry's Boo! A Madea Halloween,20000000.0,73206343.0,73206343.0,2016,146412686.0,126412686.0,632.06343,October,2016-10,Tyler Perry's Boo! A Madea Halloween (2016-10),Tyler Perry's Boo! A Madea Halloween,2016-10-21,"Comedy, Drama, Horror",103.0,19.0,52.0,Tyler Perry,PG-13,Lionsgate,2016-10
906,12,2009-04-24,Obsessed,20000000.0,68261644.0,73964713.0,2009,142226357.0,122226357.0,611.131785,April,2009-04,Obsessed (2009-04),Obsessed,2009-04-24,"Drama, Mystery & Suspense",108.0,19.0,46.0,Steve Shill,PG-13,Sony/Screen Gems,2009-04
907,14,2012-06-29,Tyler Perry's Madea's Witness Protection,20000000.0,65653242.0,66950887.0,2012,132604129.0,112604129.0,563.0206450000001,June,2012-06,Madea's Witness Protection (2012-06),Madea's Witness Protection,2012-06-29,Comedy,114.0,19.0,66.0,Tyler Perry,PG-13,Lionsgate Films,2012-06
908,15,2010-03-31,The Last Song,20000000.0,62950384.0,92678948.0,2010,155629332.0,135629332.0,678.14666,March,2010-03,The Last Song (2010-03),The Last Song,2010-03-31,"Drama, Kids & Family, Romance",108.0,21.0,66.0,Julie Ann Robinson,PG,Walt Disney Studios,2010-03
909,16,2010-04-02,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,2010,120926919.0,100926919.0,504.634595,April,2010-04,Why Did I Get Married Too (2010-04),Why Did I Get Married Too,2010-04-02,"Comedy, Drama",121.0,27.0,68.0,"Toyomichi Kurita, Tyler Perry",PG-13,Lionsgate,2010-04
910,18,2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,2013,237697336.0,217697336.0,1088.48668,October,2013-10,12 Years a Slave (2013-10),12 Years a Slave,2013-10-18,Drama,134.0,95.0,90.0,Steve McQueen (III),R,Fox Searchlight,2013-10
911,20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,2016,264510273.0,244510273.0,1222.551365,June,2016-06,Me Before You (2016-06),Me Before You,2016-06-03,Drama,110.0,54.0,73.0,Thea Sharrock,PG-13,Warner Bros. Pictures,2016-06
912,21,2019-02-08,What Men Want,20000000.0,54611903.0,69911903.0,2019,124523806.0,104523806.0,522.61903,February,2019-02,What Men Want (2019-02),What Men Want,2019-02-08,Comedy,117.0,42.0,34.0,Adam Shankman,R,Paramount Pictures,2019-02
913,22,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,2016,108434253.0,88434253.0,442.171265,April,2016-04,Barbershop: The Next Cut (2016-04),Barbershop: The Next Cut,2016-04-15,Comedy,112.0,90.0,66.0,Malcolm D. Lee,PG-13,Warner Bros. Pictures,2016-04
914,24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,2018,151177303.0,131177303.0,655.886515,September,2018-09,A Simple Favor (2018-09),A Simple Favor,2018-09-14,Mystery & Suspense,117.0,84.0,73.0,Paul Feig,R,Lionsgate,2018-09
915,25,2015-01-09,Selma,20000000.0,52076908.0,66776576.0,2015,118853484.0,98853484.0,494.26742,January,2015-01,Selma (2014-12),Selma,2014-12-25,Drama,128.0,99.0,86.0,Ava DuVernay,PG-13,Paramount Pictures,2014-12
916,31,2017-10-20,Tyler Perry's Boo 2! A Madea Halloween,20000000.0,47319572.0,47879572.0,2017,95199144.0,75199144.0,375.99572,October,2017-10,Tyler Perry's Boo 2! A Madea Halloween (2017-10),Tyler Perry's Boo 2! A Madea Halloween,2017-10-20,Comedy,101.0,4.0,40.0,Tyler Perry,PG-13,Lionsgate,2017-10
917,34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,137144236.0,117144236.0,585.72118,November,2015-11,Spotlight (2015-11),Spotlight,2015-11-06,"Drama, Mystery & Suspense",128.0,97.0,93.0,Unknown,R,Open Road Films,2015-11
918,35,2018-03-30,Acrimony,20000000.0,43549096.0,46627836.0,2018,90176932.0,70176932.0,350.88466,March,2018-03,Tyler Perry's Acrimony (2018-03),Tyler Perry's Acrimony,2018-03-30,Mystery & Suspense,120.0,17.0,51.0,Tyler Perry,R,Lionsgate,2018-03
919,36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,2015,86314412.0,66314412.0,331.57206,June,2015-06,Max (2015-06),Max,2015-06-26,Action & Adventure,111.0,38.0,70.0,"Boaz Yakin, Sheldon Lettich",PG,Warner Bros. Pictures,2015-06
920,38,2009-07-24,Orphan,20000000.0,41596251.0,78769428.0,2009,120365679.0,100365679.0,501.828395,July,2009-07,Orphan (2009-07),Orphan,2009-07-24,"Drama, Horror, Mystery & Suspense",123.0,56.0,63.0,Jaume Collet-Serra,R,Warner Bros. Pictures,2009-07
921,39,2017-11-17,The Star,20000000.0,40847995.0,62758010.0,2017,103606005.0,83606005.0,418.030025,November,2017-11,The Star (2017-11),The Star,2017-11-17,"Action & Adventure, Animation, Comedy, Kids & Family",86.0,42.0,71.0,Timothy Reckart,PG,Sony Pictures Animation,2017-11
922,43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,109235910.0,89235910.0,446.17955,July,2016-07,Nerve (2016-07),Nerve,2016-07-27,Mystery & Suspense,96.0,67.0,66.0,"Ariel Schulman, Henry Joost",PG-13,Keep Your Head,2016-07
923,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2016,83135796.0,63135796.0,315.67897999999997,February,2016-02,Risen (2016-02),Risen,2016-02-19,"Action & Adventure, Drama",108.0,53.0,70.0,Kevin Reynolds,PG-13,Sony Pictures,2016-02
924,49,2010-08-18,Vampires Suck,20000000.0,36661504.0,81424988.0,2010,118086492.0,98086492.0,490.43246,August,2010-08,Vampires Suck (2010-08),Vampires Suck,2010-08-18,Comedy,82.0,4.0,29.0,"Jason Friedberg, Aaron Seltzer",PG-13,20th Century Fox,2010-08
925,51,2010-09-01,The American,20000000.0,35606376.0,67950723.0,2010,103557099.0,83557099.0,417.785495,September,2010-09,The American (2010-09),The American,2010-09-01,"Drama, Mystery & Suspense",105.0,65.0,39.0,Anton Corbijn,R,Focus Features,2010-09
926,53,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,2011,71326776.0,51326776.0,256.63388,November,2011-11,A Very Harold & Kumar Christmas (2011-11),A Very Harold & Kumar Christmas,2011-11-04,Comedy,90.0,68.0,59.0,Todd Strauss-Schulson,R,Warner Bros. Pictures,2011-11
927,55,2013-01-04,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,2013,82007958.0,62007958.0,310.03979,January,2013-01,Texas Chainsaw (2013-01),Texas Chainsaw,2013-01-04,Horror,92.0,19.0,40.0,John Luessenhop,R,Lionsgate Films,2013-01
928,57,2014-09-19,This is Where I Leave You,20000000.0,34296320.0,41296320.0,2014,75592640.0,55592640.0,277.9632,September,2014-09,This Is Where I Leave You (2014-09),This Is Where I Leave You,2014-09-19,Comedy,103.0,44.0,59.0,Shawn Levy,R,Warner Bros. Pictures,2014-09
929,61,2013-04-12,Scary Movie V,20000000.0,32015787.0,78613981.0,2013,110629768.0,90629768.0,453.14883999999995,April,2013-04,Scary Movie 5 (2013-04),Scary Movie 5,2013-04-12,"Comedy, Horror, Mystery & Suspense",85.0,4.0,38.0,Malcolm D. Lee,PG-13,The Weinstein Company,2013-04
930,62,2010-03-12,She's Out of My League,20000000.0,32010860.0,48680977.0,2010,80691837.0,60691837.0,303.459185,March,2010-03,She's Out of My League (2010-03),She's Out of My League,2010-03-12,"Comedy, Drama",106.0,58.0,59.0,Jim Field Smith,R,Paramount,2010-03
931,65,2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,2011,77781602.0,57781602.0,288.90801,August,2011-08,The Debt (2011-08),The Debt,2011-08-31,"Drama, Mystery & Suspense",112.0,77.0,66.0,John Madden,R,Focus Features,2011-08
932,67,2010-01-08,Daybreakers,20000000.0,30101577.0,51445503.0,2010,81547080.0,61547080.0,307.7354,January,2010-01,Daybreakers (2010-01),Daybreakers,2010-01-08,"Action & Adventure, Drama, Horror, Mystery & Suspense",98.0,69.0,49.0,"Peter Spierig, Michael Spierig",R,Lionsgate,2010-01
933,70,2009-10-16,The Stepfather,20000000.0,29062561.0,29227561.0,2009,58290122.0,38290122.0,191.45061,October,2009-10,The Stepfather (2009-10),The Stepfather,2009-10-16,"Horror, Mystery & Suspense",101.0,11.0,35.0,Nelson McCormick,PG-13,Screen Gems,2009-10
934,76,2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,2013,73513356.0,53513356.0,267.56678,August,2013-08,The World's End (2013-08),The World's End,2013-08-23,Comedy,109.0,89.0,71.0,Edgar Wright,R,Focus Features,2013-08
935,78,2010-09-24,You Again,20000000.0,25702053.0,32838945.0,2010,58540998.0,38540998.0,192.70499,September,2010-09,You Again (2010-09),You Again,2010-09-24,Comedy,105.0,19.0,43.0,Andy Fickman,PG,Touchstone Pictures,2010-09
936,80,2010-09-17,Alpha and Omega 3D,20000000.0,25107267.0,48958353.0,2010,74065620.0,54065620.0,270.3281,September,2010-09,Alpha and Omega (2010-09),Alpha and Omega,2010-09-17,"Action & Adventure, Animation, Comedy, Kids & Family",88.0,18.0,41.0,"Anthony Bell, Ben Gluck, Benjamin Gluck",PG,Lionsgate Films,2010-09
937,81,2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,2018,62696064.0,42696064.0,213.48031999999998,December,2018-12,On the Basis of Sex (2019-01),On the Basis of Sex,2019-01-11,Drama,120.0,73.0,76.0,Mimi Leder,PG-13,Focus Features,2019-01
938,82,2014-02-14,Endless Love,20000000.0,23438250.0,34718173.0,2014,58156423.0,38156423.0,190.782115,February,2014-02,Endless Love (2014-02),Endless Love,2014-02-14,"Drama, Romance",105.0,16.0,58.0,Shana Feste,PG-13,Universal Pictures,2014-02
939,84,2011-07-01,Monte Carlo,20000000.0,23186769.0,39686769.0,2011,62873538.0,42873538.0,214.36769,July,2011-07,Monte Carlo (2011-07),Monte Carlo,2011-07-01,"Action & Adventure, Comedy, Romance",108.0,40.0,49.0,Thomas Bezucha,PG,20th Century Fox,2011-07
940,87,2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,2017,68950000.0,48950000.0,244.74999999999997,June,2017-06,Rough Night (2017-06),Rough Night,2017-06-16,Comedy,96.0,44.0,29.0,Lucia Aniello,R,Columbia Pictures,2017-06
941,91,2009-08-21,Shorts,20000000.0,20919166.0,29870801.0,2009,50789967.0,30789967.0,153.94983499999998,August,2009-08,Shorts: The Adventures of the Wishing Rock (2009-08),Shorts: The Adventures of the Wishing Rock,2009-08-21,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",89.0,46.0,32.0,Robert Rodriguez,PG,Warner Bros. Pictures,2009-08
942,94,2015-11-20,Secret in Their Eyes,20000000.0,20180155.0,32608019.0,2015,52788174.0,32788174.0,163.94087,November,2015-11,Secret in Their Eyes (2015-11),Secret in Their Eyes,2015-11-20,"Drama, Mystery & Suspense",111.0,39.0,41.0,Billy Ray,PG-13,STX Entertainment,2015-11
943,5,2012-10-26,Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0,2012,73505891.0,53505891.0,267.529455,October,2012-10,Silent Hill: Revelation (2012-10),Silent Hill: Revelation,2012-10-26,"Horror, Mystery & Suspense",95.0,10.0,35.0,Michael J. Bassett,R,Open Road Films,2012-10
944,7,2017-03-31,The Zookeeper's Wife,20000000.0,17445186.0,26308749.0,2017,43753935.0,23753935.0,118.76967499999999,March,2017-03,The Zookeeper's Wife (2017-03),The Zookeeper's Wife,2017-03-31,Drama,125.0,63.0,76.0,Niki Caro,PG-13,Focus Features,2017-03
945,11,2017-09-29,Flatliners,20000000.0,16883115.0,45173738.0,2017,62056853.0,42056853.0,210.284265,September,2017-09,Flatliners (2017-09),Flatliners,2017-09-29,"Drama, Horror, Science Fiction & Fantasy",108.0,4.0,32.0,Niels Arden Oplev,PG-13,Columbia Pictures,2017-09
946,22,2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,2012,48269914.0,28269914.0,141.34957,April,2012-04,Lockout (2012-04),Lockout,2012-04-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",95.0,38.0,46.0,"James Mather, Stephen Saint Leger",PG-13,FilmDistrict,2012-04
947,24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,2011,44174869.0,24174869.0,120.874345,September,2011-09,What's Your Number? (2011-09),What's Your Number?,2011-09-30,Comedy,106.0,24.0,44.0,Mark Mylod,R,20th Century Fox,2011-09
948,26,2009-04-17,Crank 2: High Voltage,20000000.0,13684249.0,35472739.0,2009,49156988.0,29156988.0,145.78494,April,2009-04,Crank 2: High Voltage (2009-04),Crank 2: High Voltage,2009-04-17,"Action & Adventure, Comedy",97.0,64.0,49.0,"Mark Neveldine, Brian Taylor",R,Lionsgate,2009-04
949,27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,2015,50425456.0,30425456.0,152.12727999999998,October,2015-10,Burnt (2015-10),Burnt,2015-10-30,Comedy,100.0,28.0,44.0,John Wells,R,The Weinstein Company,2015-10
951,19,2017-12-01,The Shape of Water,19500000.0,63859435.0,195790794.0,2017,259650229.0,240150229.0,1231.539635897436,December,2017-12,The Shape of Water (2017-12),The Shape of Water,2017-12-22,"Drama, Science Fiction & Fantasy, Romance",123.0,92.0,72.0,Guillermo del Toro,R,Fox Searchlight Pictures,2017-12
952,27,2011-06-24,Bad Teacher,19000000.0,100292856.0,215448997.0,2011,315741853.0,296741853.0,1561.7992263157894,June,2011-06,Bad Teacher (2011-06),Bad Teacher,2011-06-24,Comedy,92.0,44.0,36.0,Jake Kasdan,R,Sony Pictures,2011-06
953,28,2016-08-12,Sausage Party,19000000.0,97670358.0,141344255.0,2016,239014613.0,220014613.0,1157.9716473684211,August,2016-08,Sausage Party (2016-08),Sausage Party,2016-08-12,"Animation, Comedy",89.0,82.0,50.0,"Conrad Vernon, Greg Tiernan",R,Sony Pictures,2016-08
954,31,2009-09-11,I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,2009,103467842.0,84467842.0,444.5675894736842,September,2009-09,I Can Do Bad All By Myself (2009-09),I Can Do Bad All By Myself,2009-09-11,Comedy,113.0,61.0,81.0,Tyler Perry,PG-13,Lionsgate Films,2009-09
